0.2,0.106
0.22,0.087
0.24,0.142
0.26,0.132
0.28,0.188
0.3,0.176
0.32,0.162
0.34,0.204
0.36,0.256
0.38,0.215
0.4,0.239
0.42,0.33
0.44,0.304
0.46,0.36
0.48,0.513
0.5,0.42
0.52,0.449
0.54,0.557
0.56,0.466
0.58,0.617
0.6,0.68
0.62,0.788
0.64,0.652
0.66,0.899
0.68,0.938
0.7,0.956
0.72,0.959
0.74,1.16
0.76,1.503
0.78,1.254
0.8,1.219
0.82,1.865
0.84,2.14
0.86,1.74
0.88,2.846
0.9,2.991
0.92,3.156
0.94,5.362
0.96,5.336
0.98,6.167
